"","text","is_kelas"
"451.content","pondok pinang rw sibuk rapat beberapa hari tuk nerima duit timses hanya tuhan maha tahu",0
"452.content","kredit kpr rumah tetap seperti kpr lama hny down payment rendah bapak aniessandi aniessandi aniessandi",0
"453.content","bung aniessandi hasil dengar aspirasi nyata bayar rusun ribu per hari banyak nunggak",0
"454.content","dua",0
"455.content","bapak aniessandi kasih sempat omong tho bapak khawatir ntar kyk walkot bandung one man show",0
"456.content","salam hormat salut abang sejuk sistematis semoga menang",1
"457.content","mana bukti omong drtd salah ketik seword kali emang seaworld",0
"458.content","tanya tiga rasisme halalkn pe lupa ngra kt bhinekatungal",0
"459.content","sabotase bapak",0
"460.content","kapan tau wa dah tasuka ma wa bangga diri wa sendiri cieciecie pernah ngepens ma aniessandi anjaaaaay",0
"461.content","maju terus aniessandi aniessandi mari raih menang",1
"462.content","anak anak prnh alami kerasan sekolah benar simak data",0
"463.content","fakta tampil paling baik cerdas malam tegas menang seluruh sessi debat",1
"464.content","hadir seminar isi langsung cagub idam kita",0
"465.content","datang jangan ubah sudah baik bagaimana",0
"466.content","ubah bukan rubah",0
"467.content","jawab tanya paslon tidak tekan rencana laksana transparan mimpi",0
"468.content","awas makin parah gila",-1
"469.content","sampa cara tulis media massa kata bapak tadi tidak dengar tq",0
"470.content","waspada ktp palsu impor gagal bea cukai",0
"471.content","terima kasih abang sudah mau turun tang jakarta semoga mudah selalu amanah",1
"472.content","contoh orang picik haus kuasa semoga tuhan mmbktikn mn orang salah benar",-1
"473.content","bapak bantu kami bangun kembali sekolah adik roboh",0
"474.content","allahu akbar closing statement luar biasa ya rabbal alamin",1
"475.content","emang apa salah boss kampanye masih sah wong belum masa tenang",0
"476.content","jawab tu bapak",0
"477.content","buntut",0
"478.content","cuma paling kesan buat saya debat kemarin",0
"479.content","acara agama islam ya pantes doa cagub islam kampabyenya mana",0
"480.content","sejak zaman rasulullah sahabat politisasi agama politisasi tingkat tinggi maslahat masyarakat tidak spt skrng",0
"481.content","harus jelas bagi bagi habis apa buat rakyat sejahtera infrastruktur baik ekonomi baik",0
"482.content","banget ktika krakusan tutup lembut munafik nama ular kalah licik",-1
"483.content","ahoker kafir koplak",-1
"484.content","brenti ngboongn warga kagak takut dosa ya",-1
"485.content","paling penting balik peci jujuran bangsa tidak kurang pemimpin pintar kurang pemimpin jujur",0
"486.content","pic tidak",0
"487.content","mungkin ya bukan janji rumah dpnya rp belakang nabung bln marketing boongan",-1
"488.content","jangan mudah suudzon tuhan sll lindung umat ibadah maha tau apa benak umat",0
"489.content","naon saya suka jokowi bot sok tau",0
"490.content","saya mau bertanya kenapa pecat menteri didik",-1
"491.content","lb bulus dpan rumah aniessandi or mreka mo bli dkalimantan kusus buat warga jakarta",0
"492.content","bot jokowi iya gpp dia presiden saya elo presidenya sapa",0
"493.content","tidak papa daripada twitter bot jokowi",0
"494.content","cewek sudah tidak cantik agak tidak pinter pula",0
"495.content","anak muda sedih",0
"496.content","kmajuan jakarta semoga bapak ahokdjarot menang",1
"497.content","carmuk rakyat dia pikir bilang soal rakyat otomatis rakyat pilih dia",0
"498.content","krna lebih senang joget ktimbng ibadah btul om",0
"499.content","engga abang makasih kami mau mancing laut tidak percaya kolam kalian cukup ikan buat semua",0
"500.content","atau dulu kita lugu sekarang tidak lugu",0
"501.content","aji tahsin subuh sydney dukung aniessandi aniessandi jakarta",0
"502.content","ya rabbal alamiiin",0
"503.content","kuasa n gengsi mbuat orang lupa segala",0
"504.content","saya mah lebih baim dukung bapak basuki program sudah lihat timbang kalian dua",1
"505.content","ya coblos peci",0
"506.content","tidak jelas",-1
"507.content","cum ganteng tidak ahokdjarot jarot saling lengkap",0
"508.content","sehat njih bapak doa ahokdjarot",1
"509.content","panik ya abang nyerang terus tidak abis abis",-1
"510.content","saking takut kalah mereka dah tidak tau bagaimana cara kalahin suara pemilih ahokdjarot",0
"511.content","biasa abang kristen nyali ya seperti susah lihat orang senang",0
"512.content","jangan pernah kasih kertas print tri serah bapak isman wakil ketua dpc gerindra jaktim polri",0
"513.content","bapak bapak semoga indonesia lebih baik",1
"514.content","sudah ln beneran tul tidak oom abang bro sby mbak",0
"515.content","masalah bukan dp cicil berat bange mbahe",0
"516.content","pendukungx mana tunjukin foto dukung",0
"517.content","semoga slalu rahmat tuhan",1
"518.content","ya baca jelas gua paham",0
"519.content","tinggal ntt sok coblos tidak berak hahahaj",0
"520.content","bapak seluruh dukung kece keceh",0
"521.content","maaf sini lebih kreatif artis papan atas",0
"522.content","ahokdjarot tetp hati gubernur dki silvy lain hati aniessandi tangis",1
"523.content","tentu serang fajar larang doa subuh intimidasi massa tps blh tidak kenapa tidak larang rapat",0
"524.content","simak ya bro",0
"525.content","sini rasa dekat bung karno pake peci kerjasama rizieq hina bung karno pancasila",0
"526.content","kya omong anak tk",-1
"527.content","daun jatuh sudah atur oleh tuhan apalagi gubernur legowo",0
"528.content","harus punya rasa nerimo orang jawa bilang siapa gubnya sudah atur tuhan",0
"529.content","kalian tidak usah ribut tinggal lihat hasil semua sudah atur allahswt",0
"530.content","firzha",0
"531.content","apa tanggap anda atas pemukulan trhdp jurnalis perempuan coba kasih pandang suai debat trakhir",0
"532.content","tlh kotak jkt jkt hanya milik orang islam jgan harap gubernur dki",-1
"533.content","bukti kata tidak bs rubah karakter",0
"534.content","saya mau tanya and hitung rumah dp matematika anak t",0
"535.content","saya mau tanya and hitung rumah dp matematika anak tk or mahasiswa",0
"536.content","bgus bnget tulis abang sederhana mudah paham",0
"537.content","saya mau tanya and hitung perumajan dp matematika anak",0
"538.content","mau tanya abang rumah rakyat dp hitung matemat",0
"539.content","saya bertanya dulu tentang rumah dp thn hitung matematika tk atau gu",0
"540.content","bapak aniessandi bapak aniessandi saya mau ngajuin posko adu soal tempat saya belum tks bapak aniessandi",0
"541.content","optimis boleh bapak jangan nanti nyesek n susah moveon panjenengan kalah",-1
"542.content","maju terus bapak lawan maksiat",1
"543.content","allahu akbar ahokdjarot lanjut pimpin dki",1
"544.content","segala cara laku aparat sebelah rezim kodok menang tahana ber mulut najis awas pantau",0
"545.content","suara fpi mrk bagi",0
"546.content","bukan soal ganteng atau apa bnyk ganteng gaya ulama rampok uang komitmen perlu bukti",-1
"547.content","bukan ditalangin atau telanjang cuma minta buka baju",0
"548.content","jual basi kamu",-1
"549.content","kaya depe mau ditalangin ya",0
"550.content","apakah sekolah jam skrng ajar sprti skrng fobia luar biasa",0
"551.content","sumbu pendek emang unlimites bodohx",-1
"552.content","tidak kamus byrn pemaksaan ikhlas pnh kebhgiaan bye as",0
"553.content","gubernur sudah bilang dia ayan warga jkrt dia relokasi bukan pnggusuran sprti gubernur sblm jokowi bung",0
"554.content","maju terus calon gubernur dki",1
"555.content","mba mau ngelawak ikut stand up comedy om panji siap ngajarin",0
"556.content","serius bos bener tidak wonder ya",0
"557.content","tidak salah mbak lama tidak bentur wajib orang lain",0
"558.content","simak bapak fffd fffd",0
"559.content","asoyyy awas mantan baper",0
"560.content","izin kami bertanya kepada orang tua kami apa bapak tahu tentang",0
"561.content","modal kecil apbd pakai kecil tepat sasar bangun pesat tanpa ganggu apbd apbd serap kecil bapak",0
"562.content","tanpa apbd km kerja tidak bapak bikin saya heran rumus sederhana bapak",0
"563.content","seperti tawa tawa mata merah",0
"564.content","om gubernur sudah berani langgar atur main bagaimana nanti gubernur",-1
"565.content","not munafik ribet ya mindahin segitu banyak orang coba",-1
"566.content","bagaimana to mo tidur malah ngakak baca tuit mbake ganjaaa mbak bukan ganjarrr",0
"567.content","mungkin bapak atau jawab mba",0
"568.content","well efek minor banding khasiat",0
"569.content","tidak hadir",0
"570.content","beler timbul mknya atur timbul efek konsumsi",0
"571.content","bukan narkoba aica aibon mbak",0
"572.content","masih mau tinggal negara masih tinggal informasi",0
"573.content","murtad orang islam dukung ahokdjarot",-1
"574.content","buat mbak berpengetahuan super",0
"575.content","bukan narkoba harus indonesia masih tinggal informasi",0
"576.content","oce",0
"577.content","gila saya pikir malam malam orang goblok sudah merem",0
"578.content","beda",0
"579.content","tanpa depe nabung lama bulan depe nabung lama",0
"580.content","tahu lo minim dasar anak bandar",0
"581.content","wakakakakaak coba mba mau coba jual ganja",0
"582.content","ganja cara hukum bukan trmasuk narkoba terus ngapa campaign soal legal ganja",0
"583.content","dana mana bapak",0
"584.content","pilih fpi ahokdjarot ahokdjarot pilih islam krisiten hindu budha dll",0
"585.content","saya suka bapak presiden skrng maaf ya bapak",0
"586.content","masyarakat dki paslon tidak vs paslon tidak",0
"587.content","balik kampanye jam dulu barbar",0
"588.content","beda ganja narkoba tolol",0
"589.content","rangka oyak tenun bangsa ya",0
"590.content","hanya ingat umat muslim agar pilih pemimpin muslim bukan sipenista agama",-1
"591.content","indah demokrasi jual program tanpa sentimen sara",0
"592.content","tuhan mimpi saya nyata",0
"593.content","saya doa ami aniessandi so the winner tuhan",1
"594.content","realisasi oleh percaya industri perban kita hancur seperti amerika",-1
"595.content","tuhan maha tahu takdir baik maka dia",0
"596.content","depan bagai malaikat dalem jahat n licik",-1
"597.content","ahli gagas ahli imajinasi cucok banget",-1
"598.content","padahal antara sholat witir sm sholat subuh wajib an mana",0
"599.content","ganteng tidak masalah bapak penting mudah mudah bapak pilih gubernur periode",1
"600.content","tanpa bayar murni warga dki",0
"601.content","coblos punya hasil kerja nyata bukan janji teori langit ahokdjarot ahokdjarot pilih mutlak",1
"602.content","pantas blang kayak gtu xinxin nie cina",0
"603.content","serang minyak",0
"604.content","sprti wktu pilpres tuhan gugat",0
"605.content","banyak mau pasti",0
"606.content","islam rahmat bg semesta alam bukti th r merdeka agama lain aman",0
"607.content","tidak mungkin terima kalah",0
"608.content","tidak mungkin tidak atau bagaimana",0
"609.content","kait agama siapa gagal paham kamu peninsta gelar anugrah buat ahokdjarot",-1
"610.content","wanna answer kata dkt rakyat",0
"611.content","debat akhir kemarin intunya mau ganda kyk taat pribadi ya apa mau ganda ya",0
"612.content","dukung paslon mana ayo ngaku",0
"613.content","tuju bapak aniessandi",1
"614.content","sudah bapak shalat witir banyak shalat subuh tadi tidak rakaat kiraiiiinn",0
"615.content","saya tidak terima tl bgini",0
"616.content","mksd saya sapik mesum bro",0
"617.content","waktu menteri buat anggar lebih ato over budget de mao pegang dki apbdnya super bsr emg be",-1
"618.content","tuhan buka topeng belum orang lang jauh",0
"619.content","arti niat datang situ ya",0
"620.content","penting ganteng ato penting program kerja",0
"621.content","sudah ahokdjarot",1
"622.content","betul bagaimana",0
"623.content","jakarta bakal lebih maju gubernur baru saya harap jakarta bakal lebih baik nntinya",1
"624.content","bapak saya mau tanya putar program kait cipta lapang kerja analisa kena membludaknya duduk bagaimana",0
"625.content","pokok oce",0
"626.content","kami hapus uang muka kredit milik rumah kredit rumah basis tabung",0
"627.content","jkt ujan sharian kenapa tidak banjir",0
"628.content","terus kalah arti curangin getooh atau bagaimana",0
"629.content","saat ugm pimpin neger hutan hukum ekonomi",0
"630.content","bapak sprt program rumah rakyat tanpa dp segala hitung bagaimana bapak ahli ekonom",0
"631.content","hati dendam",0
"632.content","bapak aniessandi tidak konsisten konsisten pasti terus jalur didik",0
"633.content","pukimak sudah",0
"634.content","repost peci adalah salah",0
"635.content","balikin modal pake oce sementara cukup modal pinter omong lengkap ya om",-1
"636.content","habis pilkada jamin tidak bakal aksi bela negara atau agama",0
"637.content","kita tinggal tunggu ridho tuhan kemudian rangkul semua warga jkt maju bahagia tuhan maha kuasa",0
"638.content","terus kartu suara buang",0
"639.content","tidak mungkin dikit bakal ngaku tuhan ni tau hati orang",0
"640.content","pakai cuma pas mau nyalon gubernur lihat tu foto profil gundul",0
"641.content","jelas beda tong ahokdjarot kelas jamban bapak aniessandi kelas kursi raja",-1
"642.content","tuan peliaraannya doyan fitnah",0
"643.content","tidak bakal menang",-1
"644.content","saya satu ktutup arti lo dua dua ktutup paslon muslim",0
"645.content","saya ngasih bukti junjung lo tu tukang catut cuma tkang catut ain tkang catut",-1
"646.content","dia plg rasa mampu berlaku adil tobat calon pemimpin telah buat karma begitu berat jalan",0
"647.content","paslon fpi colek aniessandi perilaku dukung wakil sifat dukung",0
"648.content","runyam",0
"649.content","iya pilih tidak bukan pengahapal atau penghayal",1
"650.content","saya tarik bapak bapak",1
"651.content","emoh milih orang pernah dieleminasi jokowi menteri sudah tahu kwalitas",-1
"652.content","semoga bapak dapat bawa jakarta jauh lebih baik",1
"653.content","ya rabb kita tetap optimis",1
"654.content","tukang nilep duit orang koruptor apa embat demi dunia",-1
"655.content","maka pilih paham berani tolak reklamasi ayo wit",1
"656.content","kita kerja untung koruptor abang aniessandi",-1
"657.content","demo provesi mau apa tar",0
"658.content","saya bertanya kenapa jawab hanya oce tidak jawab ya",0
"659.content","handsome pis pokok oc",0
